"step";"bible_ref";"bible_ref_positive_negative";"bible_ref_origin";"bible_ref_author";"bible_ref_type";"category";"title_nl";"title_ot_nl";"title_ot_en";"title_ot_code";"title_en";"title_negative_en";"devotional_en";"devotional_nl";"devotional_source";"questions";"quote";"quote_source"
45;"Deut 31:12-13";"positive";"Torah";"Moses";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Ps 85:9-14";"both";;"Sons of Korah";"indirect";"Witnessing Commands";;;;;;;;;;;;
45;"Ps 111:10";"positive";;"Unknown";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Ps 112:1";"positive";;"Unknown";"direct";"Witnessing Commands";;;;;;;;;;;;
45;"Ps 128:1-6";"positive";;"Unknown";"indirect";"Witnessing Commands";;;;;;;;;;;;
46;"Mat 10:26-27";"positive";;"Jesus";"primary";"Persecution Commands";"Vertel mensen stoutmoedig wat Jezus aan jouw zegt";"Maak gedenkkwasten (tzitzit) aan de hoeken van je kleding ";"To put tzitzit on the corners of clothing";"CCA10";"Tell to people boldly, what Jesus says to you";"Do not be afraid of them";;;;"How bold is your witness?";;
46;"Jes 8:12";"negative";;"Isaiah";"indirect";"Persecution Commands";;;;;;;;;;;;
46;"Jer 1:8";"positive";;"Jeremiah";"direct";"Persecution Commands";;;;;;;;;;;;
46;"Spr 29:25";"both";;"Solomon";"direct";"Persecution Commands";;;;;;;;;;;"The Lord is my Shepherd, and that’s all I want";"King David"
46;"Han 4:29-31";"positive";;"Apostles";"direct";"Persecution Commands";;;;;;;;;;;;
46;"Han 5:19-21";"positive";;"Peter and others";"example";"Persecution Commands";;;;;;;;;;;;
46;"Han 7:54-60";"positive";;"Stephen";"example";"Persecution Commands";;;;;;;;;;;;
46;"Han 9:29";"positive";;"Barnabas";"example";"Persecution Commands";;;;;;;;;;;;
46;"Han 28:31";"positive";;"Paul";"direct";"Persecution Commands";;;;;;;;;;;;
46;"Num 15:38";"positive";;"CCA10";"indirect";"Persecution Commands";;;;;;;;;;;;
46;"Pred 3:7";"positive";;"Solomon";"indirect";"Persecution Commands";;;;;;;;;;;;
46;"2 Kro 18:13";"positive";;"Micaiah";"example";"Persecution Commands";;;;;;;;;;;;
46;"Han 18:9-10";"positive";;"Paul";"example";"Persecution Commands";;;;;;;;;;;;
46;"Han 19:8";"positive";;"Paul";"duplicate";"Persecution Commands";;;;;;;;;;;;
46;"Han 23:11";"positive";;"Paul";"example";"Persecution Commands";;;;;;;;;;;;
46;"Ps 51:14-15";"positive";;"David";"example";"Persecution Commands";;;;;;;;;;;;
46;"Ps 96:1-13";"positive";;"Unknown";"study";"Persecution Commands";;;;;;;;;;;;
46;"Ps 119:41-48";"positive";;"Unknown";"indirect";"Persecution Commands";;;;;;;;;;;;
47;"Mat 10:37";"negative";;"Jesus";"primary";"Greatest Commands";"Heb God lief boven alles";"Heb G-d lief";"To love G-d";"CCA3";"Love God above all";;;;;;;
47;"Luk 14:26";"negative";;"Jesus";"direct";"Greatest Commands";;;;;;;;;;;;
47;"Deut 13:6-8";"negative";;"Moses";"direct";"Greatest Commands";;;;;;;;;;;;
47;"Deut 33:9";"positive";;"Moses";"example";"Greatest Commands";;;;;;;;;;;;
47;"Ex 20:2-3";"positive";;"HEERE";"direct";"Greatest Commands";;;;;;;;;;;;
47;"Deut 5:8-10";"negative";"Torah";"HEERE";"indirect";"Greatest Commands";;;;;;;;;;;;
47;"Ps 23:1";"positive";;"David";"indirect";"Greatest Commands";;;;;;;;;;;;
47;"Deut 6:5";"positive";"CCA3";"Moses";"direct";"Greatest Commands";;;;;;;;;;;;
47;"Ps 103:1-22";"positive";;"David";"study";"Greatest Commands";;;;;;;;;;;;
48;"Mat 16:24";"positive";;"Jesus";"primary";"Discipleship Commands";"Verloochen jezelf, neem je kruis op je en volg Jezus";;;;"Deny yourself, take up a cross, and follow Jesus";;;;;"Will you give up your life to follow Christ?";;
48;"Fil 3:7";"positive";;"Paul";"direct";"Discipleship Commands";;;;;;;;;;;;
48;"1 Pet 2:21";"positive";;"Peter";"direct";"Discipleship Commands";;;;;;;;;;;;
48;"Joh 15:14";"positive";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
48;"Mat 10:38";"negative";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
48;"Mar 8:34";"positive";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
48;"Luk 5:11";"positive";;"Simon and James";"example";"Discipleship Commands";;;;;;;;;;;;
48;"Luk 5:27-28";"positive";;"Levi";"example";"Discipleship Commands";;;;;;;;;;;;
48;"Luk 9:23";"positive";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
48;"Luk 14:27";"negative";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
48;"Luk 18:22";"both";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
48;"Luk 18:28-30";"positive";;"Jesus";"example";"Discipleship Commands";;;;;;;;;;;;
48;"1 Joh 5:3";"positive";;"John";"indirect";"Discipleship Commands";;;;;;;;;;;;
48;"Gen 7:5";"positive";;"Noah";"example";"Discipleship Commands";;;;;;;;;;;;
48;"Job 6:10";"positive";;"Job";"example";"Discipleship Commands";;;;;;;;;;;;
49;"Joh 13:20";"positive";;"Jesus";"primary";"Relationship Commands";"Ontvang hem die Ik zal zenden";;;;"Receive him whom I will send";"It is a sin to despise one’s neighbor";;;;;;
49;"Mat 25:35";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
49;"Jes 58:7";"positive";;"Isaiah";"direct";"Relationship Commands";;;;;;;;;;;;
49;"Mat 10:40-41";"positive";;"Jesus";"indirect";"Relationship Commands";;;;;;;;;;;;
49;"Spr 14:21";"both";;"Solomon";"direct";"Relationship Commands";;;;;;;;;;;;
49;"Heb 13:2";"negative";;"Paul?";"direct";"Relationship Commands";;;;;;;;;;;;
49;"Han 9:43";"positive";;"Simon";"example";"Relationship Commands";;;;;;;;;;;;
49;"Han 28:30";"positive";;"Paul";"example";"Relationship Commands";;;;;;;;;;;;
49;"Rom 12:13";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
49;"Lev 19:33-34";"both";;"HEERE";"direct";"Relationship Commands";;;;;;;;;;;;
49;"2 Sam 22:21-23";"negative";;"HEERE";"indirect";"Discipleship Commands";;;;;;;;;;;;
49;"Job 31:32";"positive";;"Job";"example";"Discipleship Commands";;;;;;;;;;;;
50;"Mat 11:6";"positive";;"Jesus";"primary";"Witnessing Commands";"Zalig is hij die aan Mij geen aanstoot neemt.";;;;"Blessed is he who does not offend Me";;;;;"Who do you want as your worst enemy: the world or God?";;
50;"Luk 7:23";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
50;"Joh 15:18-16:4";"both";;"Jesus";"indirect";"Witnessing Commands";;;;;;;;;;;;
50;"Mat 13:20-21";"negative";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
50;"Luk 9:26";"negative";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
50;"Mat 10:32-33";"both";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
50;"Mar 8:38";"negative";;"Jesus";"indirect";"Witnessing Commands";;;;;;;;;;;;
50;"Luk 12:8-9";"negative";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
50;"1 Joh 2:23";"negative";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
50;"2 Sam 6:16-21";"both";;"David";"example";"Witnessing Commands";;;;;;;;;;;;
51;"Mat 11:28-30";"positive";;"Jesus";"primary";"Discipleship Commands";"Neem Mijn juk op u, en leer van Mij dat Ik zachtmoedig ben en nederig van hart. en u zult rust vinden voor uw ziel";;;;"Take my yoke upon you, and learn of me; for I am meek and lowly in heart: and ye shall find rest unto your souls";;;;;;"Jesus is the beast of burden that wants to form that team with us";"broedersinchristus.nl"
51;"1 Joh 5:3";"positive";;"John";"direct";"Discipleship Commands";;;;;;;;;;;;
51;"Rom 7:22";"positive";;"Paul";"direct";"Discipleship Commands";;;;;;;;;;;;
51;"Ex 19:5-6";"positive";;"Moses";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"2 Kor 6:14";"negative";;"Paul";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"Deut 22:10";"positive";;"Moses";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"Gal 5:1";"both";;"Paul";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"Han 15:10";"negative";;"Paul and Barnabas";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"1 Pet 2:9";"positive";;"Peter";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"Opb 1:6";"positive";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"Opb 5:10";"positive";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"Ps 62:2";"positive";;"David";"indirect";"Discipleship Commands";;;;;;;;;;;;
51;"Ps 27:4";"positive";;"David";"direct";"Blessings";;;;;;;;;;;;
51;"Luk 10:38-42";"both";;"Martha & Mary";"example";"Blessings";;;;;;;;;;;;
51;"Jer 6:16";"both";;"HEERE";"direct";"Blessings";;;;;;;;;;;;
51;"Mar 3:14";"positive";;"Jesus";"example";"Blessings";;;;;;;;;;;;
51;"Mar 6:30-31";"positive";;"Jesus";"direct";"Blessings";;;;;;;;;;;;
51;"2 Kro 14:2-7";"positive";;"Asa";"example";"Blessings";;;;;;;;;;;;
52;"Mat 12:36-37";"positive";;"Jesus";"primary";"Discipleship Commands";"Kalme woorden zijn een levensboom";"Heilig de Naam van G-d";"To hallow G-d's name";"CCA5";"Calm words are a tree of life";;;;;;;
52;"Ps. 141:3";"positive";;"David";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 10:11";"both";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 10:19";"both";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 10:20";"both";;"Solomon";"indirect";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 10:21";"both";;"Solomon";"indirect";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 10:32";"both";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 15:1";"both";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 16:24";"positive";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 29:20";"negative";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Mat 15:11";"both";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
52;"Spr 18:21";"both";;"Solomon";"direct";"Discipleship Commands";;;;;;;;;;;;
52;"Lev 22:32";"positive";"CCA5";"HEERE";"indirect";"Discipleship Commands";;;;;;;;;;;;
52;"Job 4:2";"negative";;"Friend of Job";"example";"Discipleship Commands";;;;;;;;;;;;
52;"Job 13:5";"positive";;"Job";"example";"Discipleship Commands";;;;;;;;;;;;
52;"Job 19:29";"negative";;"Job";"indirect";"Discipleship Commands";;;;;;;;;;;;
52;"Ps 106:32-33";"negative";;"Moses";"indirect";"Discipleship Commands";;;;;;;;;;;;
52;"Ps 120:1-7";"both";;"Unknown";"indirect";"Discipleship Commands";;;;;;;;;;;;
53;"Mat 12:50";"positive";;"Jesus";"primary";"Discipleship Commands";"Doe de wil van de Vader";;;;"Do the will of the Father";;;;;;;
53;"Joh 15:14";"positive";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
53;"Joh 14:23";"positive";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
53;"1 Joh 2:17";"positive";;"John";"direct";"Discipleship Commands";;;;;;;;;;;;
53;"Joh 6:38-40";"positive";;"Jesus";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Joh 4:34";"positive";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
53;"Joh 5:30";"positive";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
53;"Mat 26:39";"positive";;"Jesus";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Mar 14:36";"positive";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
53;"Luk 2:49";"positive";;"Jesus";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Luk 22:42";"positive";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
53;"Jer 29:11";"positive";;"HEERE";"direct";"Discipleship Commands";;;;;;;;;;;;
53;"Mat 21:28-31";"both";;"Jesus";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Mar 3:35";"positive";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
53;"Kol 4:12";"positive";;"Epaphras";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Joh 9:31";"positive";;"Jesus";"direct";"Discipleship Commands";;;;;;;;;;;;
53;"Deut 10:12";"positive";;"HEERE";"indirect";"Discipleship Commands";;;;;;;;;;;;
53;"2 Sam 2:1";"positive";;"David";"example";"Discipleship Commands";;;;;;;;;;;;
53;"2 Sam 5:19";"positive";;"David";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Joh 7:17";"positive";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
53;"Han 12:1-19";"positive";;"James and Peter";"study";"Discipleship Commands";;;;;;;;;;;;
53;"Han 21:12-14";"positive";;"Paul";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Ps 37:1-40";"both";;"David";"study";"Discipleship Commands";;;;;;;;;;;;
53;"Ps 40:7-9";"both";;"David";"example";"Discipleship Commands";;;;;;;;;;;;
53;"Ps 119:105-112";"positive";;"Unknown";"indirect";"Discipleship Commands";;;;;;;;;;;;
54;"Mat 22:21";"positive";;"Jesus";"primary";"Finance Commands";"Geef aan de keizer wat van de keizer is, en aan God wat van God is.";;;;"Give to the emperor what is from the emperor, and to God what is from God";;;;;;;
54;"Mat 17:24-27";"positive";;"Jesus";"indirect";"Finance Commands";;;;;;;;;;;;
54;"Rom 13:7";"positive";;"Paul";"direct";"Finance Commands";;;;;;;;;;;;
54;"Mar 10:19";"negative";;"Jesus";"direct";"Finance Commands";;;;;;;;;;;;
54;"Luk 18:20";"negative";;"Jesus";"duplicate";"Finance Commands";;;;;;;;;;;;
54;"Mar 12:14-17";"positive";;"Jesus";"example";"Finance Commands";;;;;;;;;;;;
54;"Luk 16:10-12";"both";;"Jesus";"indirect";"Holiness Commands";;;;;;;;;;;;
54;"Luk 20:24-25";"positive";;"Jesus";"duplicate";"Finance Commands";;;;;;;;;;;;
54;"1 Kro 29:23-24";"positive";;"Solomon";"example";"Finance Commands";;;;;;;;;;;;
54;"Luk 3:13";"negative";;"Jesus";"indirect";"Finance Commands";;;;;;;;;;;;
55;"Mat 18:3";"negative";;"Jesus";"primary";"Salvation Commands";"Als u zich niet verandert en wordt als de kinderen, zult u het Koninkrijk der hemelen beslist niet binnengaan";;;;"Except ye be converted, and become as little children, ye shall not enter into the kingdom of heaven";;;;;"Jesus  talks  much  about  the  Kingdom  of  God  in  His  ministry.  What is the Kingdom of God, and what does it mean to receive it?";;
55;"1 Kor 14:20";"both";;"Paul";"direct";"Salvation Commands";;;;;;;;;;"What characteristics of children does Jesus want His disciples to recognize and emulate in receiving His Kingdom?";;
55;"1 Pet 2:1-2";"both";;"Peter";"direct";"Salvation Commands";;;;;;;;;;"Why  is  receiving  Jesus  and  His  Kingdom  better  than  anything  this world has to offer?";;
55;"Mar 10:15";"both";;"Jesus";"direct";"Salvation Commands";;;;;;;;;;"What would it look like in your work, finances, relationships, and neighborhood to receive the Kingdom of God like a child? ";;
55;"Luk 18:17";"both";;"Jesus";"duplicate";"Salvation Commands";;;;;;;;;;;;
55;"Ps 127:3-5";"positive";;"David";"direct";"Salvation Commands";;;;;;;;;;;;
55;"Ps 8:3";"positive";;"David";"indirect";"Salvation Commands";;;;;;;;;;;;
55;"Ps 131:1-3";"positive";;"David";"indirect";"Salvation Commands";;;;;;;;;;;;
56;"Mat 18:5";"positive";;"Jesus";"primary";"Witnessing Commands";"Wie zo'n kind ontvangt in Mijn Naam, die ontvangt Mij";;;;"Whoso shall receive one such little child in my name receiveth me";;;;;;;
56;"Mat 19:13-14";"both";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
56;"Mar 9:36-37";"positive";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
56;"Mar 10:13-14";"both";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
56;"Luk 9:48";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
56;"Mat 18:10-14";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
56;"Luk 18:16";"both";;"Jesus";"duplicate";"Witnessing Commands";;;;;;;;;;;;
56;"2 Kro 34:1-3";"positive";;"Josiah";"example";"Witnessing Commands";;;;;;;;;;;;
57;"Mat 18:19-20";"positive";;"Jesus";"primary";"Relationship Commands";"Verlang met elkaar eenstemmig iets op de aarde en het zal u ten deel vallen van Mijn Vader, Die in de hemelen is";;;;"Desire something in union on the earth, and it will fall to you from My Father who is in heaven";;"<p>After Noah, mankind rebelled against God, following the example of satan, and tried to make itself a name on earth. Man seized power by staying together and becoming a strong unity, one community, one language, one name (Gen. 11).</p>

<p>We can therefore ask ourselves whether unity is of God or of man. It sounds so beautiful: We must be one, we must become one. Even among followers of Jesus, that is a trap. <b><i>Our unity is not in becoming one, but in loving one another</i></b>. After all, the cross has already made us one and that is enough. We cannot realize that enough!</p>

<p>It is therefore that God in His grace scattered man during the tower construction of Babel (Gen 11:7-9). From that time on, God's glory was not in unity, but in the diversity that we have as peoples. Something of God's greatness is therefore visible in every nation. And together with all nations we will be able to discover some of the wisdom of God in this world.</p>

<p>The degeneration, removal of the image of God that began with Adam and Eve (we are in the image of Adam (Gen. 5: 1-3)), has continued into the nations. As followers of Jesus, we know that there is not one nation - a superior nation - that shows more of His glory, but that the nations can discover together what His glory is and reflect it (Eph 3:18).</p>";"<p>Na Noach rebelleerde de mensheid, naar het voorbeeld van satan, wederom tegen God en probeerde zihzelf een naam op aarde te maken. De mens greep naar de macht door bij elkaar te bljven en een sterke éénheid, één gemeenschap, één taal, één naam te worden (Gen 11).</p>

<p>We kunnen ons dan ook afvragen of éénheid van God of van de mens is. Het klinkt zo mooi: We moeten één zijn, we moeten één worden. Zelfs onder volgelingen van Jezus is dat een valkuil. <b><i>Onze eenheid ligt namelijk niet in éénworden maar in elkaar liefhebben</i></b>. Het kruis heeft ons immers al één gemaakt en dat is genoeg. Dat kunnen we ons niet genoeg beseffen!</p>

<p>Het is daarom, dat God in Zijn genade de mens verstrooide tijdens de torenbouw van Babel (Gen 11:7-9). Gods glorie lag vanaf toen niet in de eenheid, maar in de diversiteit die wij als volkeren hebben. In elk volk is daarom iets van Gods grootheid zichtbaar. En samen met ale volkeren zullen we iets van de wijsheid van God in deze wereld kunnen ontdekken.</p> 

<p>De degeneratie, verwijdering van het beeld van God die bij Adam en Eva begon (wij zijn naar het beeld van Adam (Gen 5:1-3)), heeft zich doorgezet in de volkeren. Als volgelingen van Jezus weten we dat er niet één volk is – een superieur volk – dat meer van Zijn glorie laat zien, maar dat de volkeren tezamen kunnen ontdekken wat Zijn glorie is en dat weerspiegelen (Ef 3:18).</p>";"Geef mij je hart en doe wat je wilt – Maarten Bruynes - #103";;;
57;"Joh 6:43";"negative";;"Jesus";"indirect";"Relationship Commands";;;;;;;;;;;;
57;"Joh 17:11";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
57;"Joh 17:20-23";"positive";;"Jesus";"direct";"Relationship Commands";;;;;;;;;;;;
57;"Gal 3:26-29";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
57;"Rom 8:14-17";"positive";;"Paul";"indirect";"Relationship Commands";;;;;;;;;;;;
57;"Ps 34:4";"positive";;"David";"indirect";"Relationship Commands";;;;;;;;;;;;
57;"Ps 133:1-3";"positive";;"David";"indirect";"Relationship Commands";;;;;;;;;;;;
57;"Han 1:14";"positive";;"Many disciples (men and woman)";"example";"Relationship Commands";;;;;;;;;;;;
57;"Han 2:42-47";"positive";;"Many disciples (men and woman)";"direct";"Relationship Commands";;;;;;;;;;;;
57;"Rom 12:16";"both";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
57;"Rom 15:5-7";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
58;"Luk 11:28";"positive";;"Jesus";"primary";"Blessings";"Zalig zijn zij die het Woord van God horen en het bewaren";;;;"Blessed are they that hear the word of God, and keep it";;;;;"Once you know what He says, can you trust it?";;
58;"Luk 16:29";"positive";;"Abraham";"indirect";"Blessings";;;;;;;;;;;;
58;"Han 17:11";"positive";;"People from Berea";"direct";"Blessings";;;;;;;;;;;;
58;"2 Tim 3:16-17";"positive";;"Paul";"direct";"Blessings";;;;;;;;;;;;
58;"Joh 5:39";"both";;"Jesus";"example";"Blessings";;;;;;;;;;;;
58;"Jes 34:16";"positive";;"Isaiah";"direct";"Blessings";;;;;;;;;;;;
58;"Jes 8:20";"positive";;"Isaiah";"direct";"Blessings";;;;;;;;;;;;
58;"Ps 119:1-176";"positive";;"David";"study";"Blessings";;;;;;;;;;;;
58;"1 Kro 28:6-10";"positive";;"David";"example";"Blessings";;;;;;;;;;;;
58;"1 Kro 29:19";"positive";;"David";"example";"Blessings";;;;;;;;;;;;
58;"2 Kro 18:4";"positive";;"Jehoshaphat";"example";"Blessings";;;;;;;;;;;;
58;"Han 13:48-49";"positive";;"People from Antioch";"example";"Blessings";;;;;;;;;;;;
58;"Han 18:11";"positive";;"Paul";"example";"Blessings";;;;;;;;;;;;
58;"Ps 12:6-7";"positive";;"David";"direct";"Blessings";;;;;;;;;;;;
58;"Ps 119:97-112";"positive";;"Unknown";"direct";"Blessings";;;;;;;;;;;;
59;"Luk 12:15";"positive";;"Jesus";"primary";"Thinking Commands";"Kijk uit en wees op uw hoede voor de hebzucht";;;;"Take heed, and beware of covetousness";;;;;"Do you recognize one of the symptoms for greed mentioned in the description?";"Not happiness makes grateful, but gratitude makes you happy!";"Maarten Bruynes"
59;"Luk 12:16-21";"negative";;"Jesus";"direct";"Thinking Commands";;;;;;;;;;;;
59;"Ef 5:3-4";"both";;"Paul";"direct";"Thinking Commands";;;;;;;;;;;;
59;"1 Tim 6:6-10";"both";;"Paul";"direct";"Thinking Commands";;;;;;;;;;;;
59;"Heb 13:5";"positive";;"Paul?";"direct";"Thinking Commands";;;;;;;;;;;;
59;"Luk 3:14";"both";;"John the baptist";"direct";"Thinking Commands";;;;;;;;;;;;
60;"Luk 14:15-24";"both";;"Jesus";"primary";"Discipleship Commands";"Zie uit naar de bruiloft van het Lam";"Luister naar het geluid van de shofar (ramshoorn) tijdens Rosh Hashana";"To hear the sound of the shofar on Rosh Hashanah";"CCA30";"Look forward to the wedding of the Lamb";;;;;;;
60;"Opb 19:6-9";"positive";;"Jesus";"direct";"Discipleship Commands";;"Verblijd/verheug je op de feesten ";"To rejoice on the festivals";"CCA21";;;;;;;;
60;"Mat 22:2-14";"both";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
60;"Mat 25:1-13";"both";;"Jesus";"indirect";"Discipleship Commands";;;;;;;;;;;;
60;"Joh 3:29";"positive";;"John the baptist";"example";"Discipleship Commands";;;;;;;;;;;;
60;"Num 29:1";"positive";"CCA30";"Moses";"indirect";"Discipleship Commands";;;;;;;;;;;;
60;"Deut 16:14";"positive";"CCA21";"Moses";"indirect";"Discipleship Commands";;;;;;;;;;;;
60;"Ps 45:1-18";"positive";;"Unknown";"study";"Discipleship Commands";;;;;;;;;;;;
61;"Luk 15:4-7";"both";;"Jesus";"primary";"Witnessing Commands";"Zoek de verloren schapen";;;;"Find the lost sheep";;;;;;;
61;"Luk 15:8-10";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
61;"Luk 15:20";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
61;"Luk 15:32";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
61;"Luk 19:9-10";"positive";;"Jesus";"direct";"Witnessing Commands";;;;;;;;;;;;
61;"Mat 15:24";"both";;"Jesus";"indirect";"Witnessing Commands";;;;;;;;;;;;
61;"Ps 119:176";"positive";;"David";"example";"Witnessing Commands";;;;;;;;;;;;
62;"Luk 17:11-19";"both";;"Jesus";"primary";"Worship Commands";"Dank God onder alle omstandigheden";"Spreek de zegeningen(dankgebed na de maaltijden (Birkat haMazon uit ";"To recite grace after meals";"CCA13";"In every thing give thanks";;;;;;;
62;"Ef 5:20";"positive";;"Paul";"direct";"Worship Commands";;;;;;;;;;;;
62;"Kol 3:15-17";"positive";;"Paul";"direct";"Worship Commands";;;;;;;;;;;;
62;"1 Thes 5:16-18";"positive";;"Paul";"direct";"Worship Commands";;;;;;;;;;;;
62;"Fil 4:6-7";"positive";;"Paul";"direct";"Worship Commands";;;;;;;;;;;;
62;"2 Thes 1:3";"positive";;"Paul";"direct";"Worship Commands";;;;;;;;;;;;
62;"1 Kro 16:34";"positive";;"David";"example";"Worship Commands";;;;;;;;;;;;
62;"Kol 4:2";"positive";;"Paul";"direct";"Worship Commands";;;;;;;;;;;;
62;"Jona 2:10";"positive";;"Jonah";"example";"Worship Commands";;;;;;;;;;;;
62;"Luk 22:19";"positive";;"Jesus";"example";"Worship Commands";;;;;;;;;;;;
62;"Opb 5:13";"positive";;"Every creature";"example";"Worship Commands";;;;;;;;;;;;
62;"1 Kor 15:57";"positive";;"Paul";"direct";"Worship Commands";;;;;;;;;;;;
62;"Deut 8:10";"positive";"CCA13";"Moses";"indirect";"Thinking Commands";;;;;;;;;;;;
62;"Ps 148:1-14";"positive";;"Unknown";"study";"Thinking Commands";;;;;;;;;;;;
62;"Ps 150:1-6";"positive";;"Unknown";"direct";"Thinking Commands";;;;;;;;;;;;
63;"Mat 19:19";"positive";;"Jesus";"primary";"Relationship Commands";"Eer uw vader en moeder";"Eer uw vader en moeder ";"To honor father and mother ";"CCA41";"Honour thy father and thy mother";;;;;;;
63;"Mar 10:19";"both";;"Jesus";"direct";"Relationship Commands";;"Respecteer/vrees je vader en moeder ";"To reverently fear father and mother";"CCA42";;;;;;;;
63;"Luk 2:51";"positive";;"Jesus";"example";"Relationship Commands";;;;;;;;;;;;
63;"Luk 18:20";"both";;"Jesus";"duplicate";"Relationship Commands";;;;;;;;;;;;
63;"Joh 19:26-27";"positive";;"John";"direct";"Relationship Commands";;;;;;;;;;;;
63;"1 Kon 19:19-21";"positive";;"Elisha";"example";"Relationship Commands";;;;;;;;;;;;
63;"Ex 20:12";"positive";"CCA41";"Moses";"direct";"Relationship Commands";;;;;;;;;;;;
63;"Lev 19:3";"positive";"CCA42";"HEERE";"direct";"Relationship Commands";;;;;;;;;;;;
63;"Spr 1:8-9";"positive";;"Solomon";"direct";"Relationship Commands";;;;;;;;;;;;
63;"Col 3:20";"positive";;"Paul";"direct";"Relationship Commands";;;;;;;;;;;;
64;"Mat 19:30";"both";;"Jesus";"primary";"Discipleship Commands";"Veel eersten zullen de laatsten zijn, en veel laatsten de eersten";"Betoon eer aan een priester en geef hem voorrang in alle zaken die heilig zijn ";"To show honor to a kohein, and to give him precedence in all things that are holy";"CCA50";"Many that are first shall be last; and the last shall be first";"For whosoever exalteth himself shall be abased";;;;;;
64;"Mat 20:16";"both";;"Jesus";"indirect";"Discipleship Commands";;"Eert de oud(eren en de wijzen ";"To honor the old and the wise";"CCA17";;;;;;;;
64;"Mar 10:31";"both";;"Jesus";"duplicate";"Discipleship Commands";;;;;;;;;;;;
